user_id,region,age
1,NE,48.563322824142666
2,SE,20.753390728237992
3,W,34.779277345552025
4,SE,56.90267026264052
5,SE,45.07317778820694
6,W,33.84444004768969
7,W,21.01759685401323
8,SE,27.234498706343928
9,SE,4.715513236314024
10,SE,55.186869707593715
11,W,23.36212869551517
12,NE,67.93478282839034
13,NE,21.31790012657633
14,W,32.256069602511474
15,SE,18.0196918781613
16,W,59.217929257163014
17,W,36.11716771823265
18,SE,37.77251609655403
19,W,32.77109453664256
20,NE,62.74650413191044
21,W,54.65293823006209
22,W,27.1877986533337
23,SE,51.70216125905477
24,SE,62.42825130060084
25,W,44.64771985039555
26,W,-16.745227327355465
27,W,47.47243754009534
28,SE,50.45401090375995
29,W,40.22111187380706
30,W,49.06718481562049
31,SE,38.15041759400122
32,W,8.560647070726098
33,W,30.200852871075117
34,W,75.45578050319034
35,W,61.54247398267552
36,SE,10.964389374003972
37,W,66.34053742243682
38,NE,21.454903772956285
39,SE,67.07980002632951
40,SE,61.22426487054062
41,SE,20.55003344416597
42,W,38.75270599534373
43,SE,10.291727838336776
44,W,81.29141330207472
45,W,73.67512930272223
46,SE,25.5207444144769
47,W,54.06837313634541
48,W,61.46250482307372
49,W,48.9200494031097
50,W,57.4952906876733
51,W,87.51954297548089
52,SE,79.52434114692481
53,W,32.73232196828958
54,SE,53.54417093778117
55,SE,57.94395829129813
56,SE,53.142151788399445
57,W,37.34253430746013
58,SE,54.80727991736719
59,W,42.83621271702424
60,SE,42.476685950058815
61,SE,56.402778669552525
62,W,57.19307035597938
63,W,60.73196452465547
64,SE,29.267797325822762
65,SE,28.525030505830358
66,NE,32.43416581235111
67,NE,51.78835577383655
68,W,19.66949463128296
69,W,77.19606540238597
70,NE,38.90019881621933
71,W,2.245577700159515
72,SE,75.18155714840458
73,SE,32.109169796230134
74,SE,60.741313491474216
75,W,10.358299662917958
76,W,32.15327205310846
77,W,34.650296386231254
78,MW,56.05257212168751
79,W,36.00538167677462
80,SE,41.969667947711706
81,SE,55.253573218914255
82,SE,16.757581900660476
83,SE,-0.6128518209535088
84,SE,48.753117644819945
85,W,47.294837165151925
86,W,46.23726911781563
87,SE,20.489195818057574
88,NE,46.12366660905976
89,SE,91.22840769623289
90,W,47.26292235729012
91,SE,42.39078924686626
92,W,81.34739200564101
93,W,64.31020718964704
94,SE,15.107212661393135
95,W,18.07628844931837
96,NE,60.21066230990752
97,W,17.246814379689113
98,W,62.404378924173905
99,W,63.00443322699839
100,W,34.294015423229546
101,W,35.564964004702325
102,W,32.02555369762163
103,W,55.89298881462796
104,SE,49.697471544182655
105,W,47.62667196028841
106,SE,66.64595673184307
107,W,43.578777873064084
108,W,35.93236995567501
109,SE,64.64419626845499
110,SE,65.24308788780473
111,W,51.4893549207802
112,W,68.78651353080062
113,SE,40.71460860706006
114,SE,26.231977432089593
115,NE,60.528294705219515
116,SE,65.65248903406031
117,NE,45.90157671463424
118,NE,55.57153723781686
119,W,26.973879498173858
120,NE,44.08954529252841
121,SE,60.524860950697075
122,W,62.76470249917804
123,SE,49.37402324374745
124,SE,54.38075071752231
125,W,37.85284133510564
126,W,34.076134348659956
127,W,-2.770272620127372
128,W,72.26490317792673
129,SE,38.140460017415
130,W,16.83767522276841
131,W,37.1189297305913
132,W,9.809890236545996
133,SE,82.46724362028553
134,SE,57.522142371373306
135,W,60.40798828501488
136,W,38.48170553086837
137,W,44.110941333442675
138,W,33.47475576263472
139,W,57.077101702795964
140,SE,-33.041410565550066
141,W,53.78291746257534
142,W,58.6368622582967
143,W,59.99896396769788
144,SE,3.0328332392602277
145,SE,59.00710823364291
146,W,51.32371104049266
147,W,42.761635387316225
148,SE,44.00605736379516
149,W,25.347648191038733
150,SE,50.34234314587581
