customer_id,age,annual_spend,city,signup_channel,loyalty_score
1,24.38703531940025,42216.460071144684,CHI,partner,0.3064955188206373
2,52.876769966972674,23143.73332628222,MIA,partner,-0.11356729598138338
3,6.441941995483845,60698.28762071582,SEA,web,-0.6056341943621734
4,83.88043342289927,15597.347371933029,MIA,partner,0.5226059938202297
5,-9.162739686615119,17726.5617208325,MIA,partner,-1.4151467244521636
6,24.124363198890897,43285.39770008542,MIA,retail,-0.9054570165523353
7,51.20615698924868,51366.22007351635,MIA,web,-0.4383371591864086
8,56.83917502050253,36603.03242105222,MIA,retail,0.12299381682986943
9,46.77684947254903,11094.316089560562,SEA,web,0.6287202314605685
10,41.12109695246799,-14628.210652838774,MIA,web,0.035653946618508625
11,25.110246831567316,57820.391198173886,MIA,partner,-0.5776182753981031
12,31.035575182821745,6969.847845252902,MIA,partner,-0.4632665141194523
13,32.47489827997116,13607.812500673856,MIA,retail,-1.2457159800410742
14,21.543080868082445,62774.299635547926,MIA,partner,-0.33709818801211866
15,7.440996816222416,56697.82251219418,MIA,web,0.1992386514261838
16,17.49206004638985,49737.975746810516,MIA,partner,0.7914014734842625
17,45.25232828588443,30590.479879838033,MIA,web,-0.03505487139444796
18,2.1260002559632056,69890.63539322576,MIA,web,-0.052085562728166224
19,35.39940291634478,41741.07691831931,DAL,retail,0.4727918336718266
20,-45.82261737646557,11121.346243311593,MIA,partner,-0.5583313289711181
21,54.624647816715836,-25942.01551359558,CHI,partner,-0.13661205491261175
22,23.9045134453002,16503.29891343684,SEA,web,0.28773049924199867
23,16.169584449401952,55164.235245874435,DAL,partner,-0.20992429161714843
24,30.837790198527955,8339.869311386967,MIA,partner,-0.3101110094738827
25,66.07578787397881,18519.99697224961,MIA,partner,0.21555454664227175
26,14.105603488663743,14048.866341455061,MIA,partner,0.11740024576490271
27,37.18783802652058,5678.652777390598,MIA,partner,0.1692190617110617
28,39.942388944642595,12595.711109135707,MIA,partner,-1.0103242394264025
29,44.70102001175698,-9195.109173940291,MIA,partner,0.6840351489810007
30,29.103580120879066,24777.232047129313,MIA,partner,-0.6547940983442765
31,17.107532110967067,68897.6862681824,MIA,web,-0.2042262821103028
32,34.5618945713128,32747.703991065435,MIA,retail,-0.7117129292579076
33,21.792005839797987,93964.42468581043,CHI,partner,-0.9698615004543917
34,12.490805744131379,43654.63303280955,SEA,partner,0.036410814949396686
35,33.100386840520116,89546.23298150109,MIA,partner,0.34056873229344964
36,12.532846742171856,67766.92706891685,MIA,retail,0.532661022883298
37,20.91855341527214,-8414.574366005509,CHI,partner,0.26594811973807575
38,-30.11665393363627,70378.90630647636,MIA,retail,-0.09625179927163496
39,5.5754156707195435,69520.72423672727,MIA,retail,0.08797994416518573
40,46.57313946207301,21864.277491776887,MIA,web,-0.3432280782456951
41,33.977269282039906,39255.8554087717,MIA,partner,-0.5265153702412252
42,19.381550620360134,39690.172753915685,MIA,partner,0.04136110126518178
43,2.0828430846661377,30547.91204021108,MIA,partner,0.6642514659745054
44,22.83614757201509,19924.304458010112,MIA,partner,0.09281092402638269
45,25.034757306818953,36823.71868044415,SEA,web,-0.5753597353294709
46,1.7824556273898366,47889.34854256885,MIA,partner,-0.5165006606862849
47,42.02151934210828,60123.26892571195,MIA,partner,-0.24991841793920289
48,17.96619981187114,39748.71666941963,MIA,web,-0.6450559908829087
49,22.847465210322987,49038.36630836722,CHI,web,0.11063032022013225
50,14.199395088391917,90255.79723192441,MIA,retail,-0.06978609437588712
51,29.613184714909874,64354.89838488439,MIA,retail,-0.3013334344871461
52,-19.95324983448247,25020.284011429005,CHI,retail,0.23975181269458806
53,35.25569104173003,6747.1972276214365,MIA,partner,-0.3004545925107974
54,18.038291936337746,82763.5874863862,MIA,web,-0.5568513192560675
55,2.094875753243386,35268.62457889456,MIA,partner,0.493761198621904
56,10.860222858391843,17762.063306348013,MIA,partner,-0.12404674710499575
57,14.63106412801974,34063.41333302237,MIA,web,0.23119978463997676
58,46.06474639607346,57229.43832655347,MIA,partner,-0.06010045404735587
59,-8.138186911593557,52193.48252531023,MIA,partner,-0.1545558874093561
60,34.97290338179345,15231.22459671241,SF,retail,-0.2603947479722174
61,72.20421428278328,67945.52483030513,MIA,partner,-0.07594426995267811
62,-5.947035671739364,29049.212082234528,DAL,retail,0.09860080261060777
63,-2.45548327276304,52068.62838274707,MIA,partner,-0.4777580645479823
64,32.947907718340765,69335.64454606567,MIA,web,-0.07743140894102019
65,9.358520470521164,60474.4622091469,MIA,partner,-0.950762862813291
66,52.93818856347448,12603.889845360733,MIA,retail,0.38006864443910005
67,14.721946321907893,85572.41082181115,MIA,partner,0.02965473169434718
68,8.2734516113617,38086.44017565028,MIA,retail,-0.32490809039337976
69,-91.72841473882804,79667.42670367392,MIA,partner,0.2004975177967495
70,-1.36969014381188,42027.4087832875,MIA,partner,0.15492403882066474
71,28.561414587258934,56932.56347454072,MIA,partner,-0.2102708154295453
72,-28.558182374397248,66884.8764609935,MIA,partner,0.014551306226720018
73,36.144734221057384,49026.70172074187,MIA,retail,-1.1623561294707963
74,30.69504022340663,75559.58850467192,MIA,partner,-0.8420100488939023
75,16.726786755713253,20619.881148965214,MIA,partner,0.9400342729158153
76,27.806521476515435,73383.39059516427,DAL,partner,-0.20264799610292428
77,69.33508754779555,16901.350068130763,MIA,partner,0.03920754660083858
78,20.998874571308356,39612.46388889707,DAL,retail,-0.21499197101477807
79,5.955597575149476,-46240.740068506995,MIA,partner,-0.8002412818954373
80,22.045938693578538,42242.724794204434,MIA,partner,-0.1957426509944975
81,26.03681502656366,75811.41893085669,MIA,partner,0.5608705260338537
82,21.125228255690157,5024.647403066498,MIA,partner,-0.4824574895598198
83,34.40183339802492,28837.896658273716,MIA,partner,-0.025359299645363098
84,7.456268749388741,28264.249088338624,MIA,partner,0.3788161866915109
85,1.3589632586955602,54944.691259552696,MIA,web,-0.3072087782878663
86,-4.317259359104689,51430.602481514514,MIA,web,-0.2631894231025209
87,12.339154189883992,36318.01042622178,MIA,partner,-0.3593706547313631
88,37.64279199742788,51159.346424445685,SF,partner,0.24148386420000134
89,-1.561775121173234,62288.04713437558,DAL,retail,-0.26979969900861667
90,14.22915505977084,23282.34061894523,MIA,partner,0.662893511816956
91,11.315035789105849,62901.88991325723,CHI,partner,0.5325528709368438
92,-64.70597476417937,19950.83733635496,MIA,partner,0.1435382916597127
93,4.155821321744504,42200.765739526054,CHI,web,0.670551585252449
94,70.41239722657735,-3725.027631773366,CHI,partner,0.44677235972684665
95,33.52259051468516,31165.895825166976,MIA,web,-0.21722048587473997
96,46.86878891720905,50763.00407281178,SF,partner,-0.011693236803152596
97,12.57511464196265,57718.92703624327,MIA,partner,-0.5507336712690892
98,36.92228840867491,29074.434985750908,DAL,partner,0.5255787412269192
99,61.756334809323256,38892.37726132561,MIA,partner,-0.6820575362225613
100,9.050466399387602,136921.02397339267,MIA,partner,-0.30679265987724313
101,34.74768684027231,15329.35855987123,MIA,partner,0.5753883187355384
102,18.468122151042934,60892.25765560166,MIA,partner,-0.17901265378401376
103,-1.321893312710209,9037.424553499717,CHI,retail,0.01864572844269785
104,4.844319747519002,61951.67758380018,MIA,retail,-0.43172763733806485
105,22.8348052716349,90037.29415920685,MIA,partner,0.2586183527630582
106,11.546293838231534,71180.65618359167,MIA,partner,0.24568588454802642
107,-6.882686812558873,57307.04912464774,MIA,partner,-1.1842120135574161
108,31.296925890288065,62843.11136187882,MIA,partner,0.6389458886716292
109,-90.55411239085049,138497.70487422388,MIA,retail,-0.6379502990337528
110,-29.105536557631908,32038.786574698734,DAL,partner,0.5924340127247395
111,-20.61034250341129,62306.5978633503,MIA,partner,-0.943032536942665
112,1.7984228866161374,67081.59563316531,SEA,web,-0.4673702335072144
113,24.804468073808483,82601.40245912022,MIA,retail,0.6465955473110919
114,-7.299878913595563,102495.24877077344,MIA,partner,-0.7896081078824582
115,39.13782929475097,41245.54407005055,MIA,partner,0.010928443768175089
116,23.364134357420134,82428.87352291742,MIA,retail,-0.6242259680925295
117,12.842541344516896,36146.72261414259,DAL,partner,0.5364785188595692
118,39.22566937499478,15612.331236363927,CHI,web,-0.05968551552779844
119,-11.836416085418449,101927.7923265736,MIA,partner,0.32202939985221457
120,19.14527484824037,41874.350094996174,MIA,retail,0.273493814459817
121,23.101254784284986,21576.01418403806,MIA,partner,0.011213906615804459
122,33.76251690953598,37014.38433557132,MIA,partner,0.456308456829804
123,39.24398785194443,36613.888981711614,MIA,partner,-0.7631840048328419
124,4.742988782734734,85626.01288907108,CHI,retail,0.46814683791884115
125,66.78546019181047,-18345.263255885082,MIA,partner,0.169198328568476
126,44.482240952764656,24367.08491482001,MIA,partner,0.015208459006289199
